N1,A,N2
708,42,364
708,982,11
708,579,4101
709,24,666
709,24,1189
709,362,2725
710,42,3584
710,1161,735
710,1161,1153
711,693,124
711,2399,166
711,3505,326
712,355,777
712,4258,2747
712,174,2085
713,977,713
713,416,1658
713,24,1440
714,150,867
714,42,1199
714,812,3827
715,3147,2826
715,24,602
715,363,1473
716,1833,1917
716,3567,272
716,579,2246
717,1269,4242
717,1186,202
717,1269,4242
718,315,1172
718,1885,1897
718,1020,4887
719,4192,91
719,702,412
719,4192,19
720,416,3
720,187,2411
720,556,2723
721,286,4442
721,850,574
721,3030,721
722,753,1667
722,1229,722
722,753,371
723,779,1074
723,1732,2397
723,901,727
724,1818,724
724,1370,2430
724,4658,1598
725,395,2719
725,395,2082
725,435,3660
726,2289,796
726,4702,4336
726,4374,4437
727,977,1696
727,1370,603
727,1370,64
728,183,1107
728,578,3882
728,1746,548
729,5071,4248
729,736,514
729,1338,989
730,204,1376
730,762,1941
730,815,10
731,4562,608
731,319,1561
731,319,1009
732,363,737
732,2814,320
732,2814,1918
733,1271,1728
733,148,2610
733,360,1991
734,691,76
734,1164,695
734,691,235
735,949,27
735,1161,580
735,150,158
737,435,2865
737,1920,246
737,1920,2933
738,1892,1867
738,416,1297
738,1892,457
739,812,331
739,977,3082
739,1859,26
740,532,1583
740,362,5034
740,532,3573
741,286,741
741,1851,138
741,2977,158
742,204,4506
742,46,1844
742,1248,742
743,2226,55
743,556,200
743,46,350
744,3541,2460
744,3541,1395
744,3541,3409
745,3427,597
745,2415,1189
745,1859,1527
746,148,1268
746,1772,1184
746,204,742
747,148,302
747,578,383
747,753,1247
748,3345,1090
748,3345,958
748,691,964
749,435,2986
749,187,1103
749,1161,536
750,102,133
750,862,874
750,148,1747
751,4911,1780
751,3070,1014
751,4453,1130
752,2289,2839
752,4702,629
752,997,18
754,444,12
754,2358,654
754,444,2895
755,540,775
755,2914,1194
755,540,3395
756,1819,550
756,568,114
756,702,740
757,24,2487
757,5004,1839
757,1603,44
759,850,832
759,2591,4907
759,292,5182
760,35,3039
760,362,5034
760,35,160
761,68,3774
761,702,4134
761,102,832
763,362,3882
763,150,132
763,355,4832
764,1879,2054
764,1972,764
764,4236,1035
765,2825,437
765,2480,1288
765,2825,0
766,1425,404
766,1915,513
766,1915,1401
767,3867,1319
767,3619,3744
767,1086,2037
768,1213,2118
768,1213,238
768,2362,438
769,46,1911
769,2745,818
769,2680,2940
770,815,139
770,116,4885
770,862,1676
771,2905,4977
771,1703,2776
771,2905,1584
772,416,5147
772,373,54
772,416,285
773,4712,2788
773,4712,3499
773,4712,2313
774,319,1884
774,319,3674
774,2513,1846
775,1657,3593
775,362,847
775,183,74
776,5092,3878
776,5092,4742
776,2877,37
777,42,440
777,2772,3084
777,2772,860
778,355,127
778,398,2342
778,204,3666
780,1818,673
780,3196,1145
780,862,2581
781,2977,221
781,736,469
781,444,17
782,4529,252
782,3199,333
782,977,70
783,1914,3
783,663,2146
783,2160,2352
784,1024,5162
784,1024,124
784,102,141
785,758,1665
785,758,3948
785,3942,795
786,2358,283
786,2358,345
786,319,3461
787,3373,1535
787,1384,4133
787,3146,4135
788,116,2123
788,24,1136
788,1250,772
789,315,1314
789,315,4309
789,398,3357
790,605,4605
790,997,105
790,812,1065
791,1085,2232
791,1703,808
791,921,791
792,204,2231
792,1269,3623
792,204,242
793,758,1908
793,46,371
793,315,3543
794,46,595
794,102,761
794,1885,2601
795,2814,1918
795,526,1402
795,526,76
796,315,445
796,862,215
796,3582,826
797,1085,781
797,2319,2354
797,1518,936
798,815,730
798,815,178
798,148,1848
799,1571,583
799,1571,99
799,1116,550
800,360,110
800,2845,967
800,360,110
801,691,3523
801,2525,932
801,691,1555
802,1098,1376
802,663,387
802,3271,3205
803,363,1165
803,601,4968
803,2370,325
804,150,3083
804,3854,1208
804,373,4412
805,850,2132
805,850,2741
805,850,1349
807,982,429
807,779,217
807,286,990
808,116,4326
808,1219,2446
808,1703,522
809,24,4829
809,24,1403
809,46,2520
810,150,188
810,150,2904
810,150,942
811,2320,1352
811,2320,17
811,2320,991
813,4451,4333
813,1086,1336
813,736,3501
814,2319,296
814,1746,548
814,1746,1629
816,1271,1079
816,762,2179
816,2002,88
817,532,3181
817,532,374
817,4235,1049
818,2799,2994
818,1657,2223
818,1880,7
819,1495,213
819,982,408
819,35,461
820,3146,3138
820,2104,4978
820,315,4174
821,1400,1757
821,2320,2152
821,1400,331
822,2799,2338
822,2845,836
822,2799,29
823,187,577
823,3016,201
823,3016,1017
824,355,4048
824,355,2940
824,702,740
825,997,21
825,1250,2216
825,150,945
826,448,2612
826,373,442
826,373,6
827,2525,1545
827,1425,1619
827,1425,2165
828,2525,631
828,2376,1962
828,2525,1093
829,663,38
829,556,962
829,812,57
830,1353,5100
830,363,1519
830,1353,2044
831,448,4716
831,174,457
831,24,1809
832,1507,2131
832,286,2581
832,850,832
833,3592,3767
833,3034,4104
833,3034,3517
834,1425,1565
834,315,4678
834,1425,1810
835,2002,4067
835,46,2560
835,2002,32
836,3541,4793
836,1657,182
836,3041,383
837,812,2448
837,812,635
837,1332,1210
838,183,4191
838,663,3822
838,183,271
839,1818,2
839,2358,512
839,2358,241
840,1441,840
840,35,366
840,35,2958
841,363,705
841,3041,1407
841,3371,2371
842,901,1636
842,866,1853
842,362,3929
843,1164,1258
843,1164,553
843,1164,3464
844,862,20
844,1703,26
844,1703,19
845,395,3524
845,292,1800
845,174,2085
846,691,1302
846,174,3677
846,526,16
847,663,2984
847,1229,4667
847,362,366
848,2399,181
848,1186,317
848,2399,711
849,42,1693
849,355,1417
849,355,824
851,982,675
851,758,250
851,982,1556
852,1098,2333
852,2679,643
852,3425,304
853,46,1835
853,46,483
853,1213,1906
854,2680,51
854,2680,10
854,2680,1432
855,1614,111
855,116,3537
855,2376,1897
856,779,451
856,779,392
856,850,291
857,174,2343
857,812,4141
857,812,1094
858,362,763
858,102,3136
858,35,1420
859,526,795
859,360,1991
859,526,1838
860,2772,4481
860,187,410
860,568,767
861,150,1736
861,3630,415
861,150,43
863,1164,4120
863,1914,5
863,1086,2737
864,2709,1434
864,2709,864
864,3376,1611
865,997,277
865,286,832
865,1885,867
867,702,215
867,1155,1033
867,702,2375
868,3196,3767
868,2713,1436
868,3825,1091
869,3371,288
869,3371,2256
869,3371,288
870,1915,21
870,116,1828
870,46,2520
871,1086,863
871,1271,1174
871,806,2173
872,1098,4433
872,46,1392
872,1116,799
873,4562,359
873,2370,31
873,4562,23
874,862,1572
874,3425,2592
874,329,754
875,1128,182
875,1128,283
875,292,13
876,1880,1151
876,3388,1241
876,3388,2186
877,398,2169
877,2799,2955
877,1868,4031
878,116,288
878,1248,1245
878,540,698
879,4586,1177
879,35,3537
879,329,3426
880,1518,4871
880,1571,1377
880,1920,338
881,435,941
881,363,2263
881,2376,32
882,691,2888
882,1425,1171
882,1425,1730
883,578,1480
883,448,4327
883,3541,4023
884,3630,56
884,540,775
884,702,170
885,1237,867
885,579,338
885,46,4024
886,46,1782
886,2768,490
886,1024,643
887,2406,1032
887,102,680
887,3481,2751
889,116,170
889,116,413
889,1467,3091
890,526,1439
890,921,674
890,921,1744
891,183,4023
891,1892,1341
891,292,3629
892,579,580
892,116,547
892,1213,2118
893,292,5041
893,2362,2088
893,292,3742
894,691,1326
894,691,3058
894,3983,3184
895,579,64
895,850,37
895,444,895
896,663,2860
896,2745,4901
896,1495,291
897,1332,1512
897,225,2264
897,4737,2530
898,862,215
898,3983,1987
898,1020,141
899,435,946
899,24,1585
899,435,25
900,862,936
900,3983,1987
900,102,4336
902,2319,3135
902,1914,284
902,116,3549
903,24,1756
903,3825,1083
903,3825,3668
904,478,4490
904,3619,3791
904,478,1299
906,2142,2948
906,2142,906
906,2142,1147
907,3345,2040
907,2769,4914
907,2869,2126
908,691,1305
908,578,776
908,1248,255
909,2047,3318
909,398,847
909,1920,3332
910,1213,3110
910,1914,74
910,1353,952
911,532,170
911,3763,948
911,3763,297
912,174,1675
912,1751,358
912,2289,2124
913,2745,1087
913,758,103
913,758,2672
914,556,675
914,174,1188
914,174,914
915,1703,808
915,1250,185
915,866,639
916,1353,1597
916,1880,1597
916,2905,907
917,943,2605
917,42,1415
917,42,334
918,1303,384
918,2104,932
918,693,126
919,3619,1897
919,3371,3160
919,5163,3204
920,1353,1572
920,1441,1217
920,1229,4002
922,1155,218
922,478,553
922,901,29
923,4006,3918
923,35,1616
923,116,1120
924,116,288
924,3096,2633
924,1879,766
925,398,1550
925,398,442
925,2769,279
926,1455,981
926,3145,2646
926,3145,1324
927,3253,2918
927,398,3295
927,3253,3021
928,1914,796
928,435,2813
928,150,1916
929,4396,889
929,888,2912
929,4396,1328
930,42,1225
930,568,1463
930,42,2966
931,24,438
931,753,573
931,24,3462
932,3452,222
932,578,2536
932,3452,932
933,444,125
933,373,805
933,148,473
934,3868,442
934,35,1543
934,3868,170
935,921,3369
935,921,475
935,319,1561
936,1518,696
936,4349,2146
936,444,2125
937,579,1163
937,3452,22
937,3452,612
938,2226,55
938,4258,104
938,1571,331
939,2267,18
939,416,127
939,2267,74
940,3969,2375
940,3201,1785
940,3201,283
941,1041,5096
941,815,989
941,2260,4390
942,1161,580
942,150,276
942,578,54
944,2825,16
944,1732,117
944,2825,1814
945,148,1221
945,982,1321
945,148,75
946,444,3799
946,102,125
946,148,1295
947,3425,1194
947,102,1254
947,758,250
948,2877,1105
948,2905,4991
948,1880,1432
950,2914,4738
950,319,1968
950,187,860
951,4711,4054
951,416,124
951,4711,2223
952,1353,1591
952,1353,2098
952,183,561
953,292,2359
953,758,5
953,758,2375
954,116,76
954,1614,294
954,46,151
955,1155,802
955,1155,251
955,2226,2033
956,35,1748
956,363,1121
956,3224,420
957,46,2765
957,46,4837
957,888,432
958,204,1157
958,204,2049
958,2905,531
959,1518,3696
959,1077,1193
959,1077,3231
960,4416,960
960,24,2488
960,540,549
961,2513,3928
961,4349,96
961,116,770
962,3354,2688
962,3354,493
962,3354,2600
963,3718,984
963,187,3379
963,1603,963
964,1920,1418
964,174,1160
964,174,846
965,319,1406
965,319,1386
965,174,2630
966,42,1225
966,1859,2923
966,42,1277
967,398,1289
967,3220,2450
967,2845,735
968,568,2110
968,568,434
968,1219,895
969,1248,2287
969,1571,2049
969,1248,742
970,866,4450
970,866,621
970,866,820
971,578,3853
971,2679,2664
971,3271,2314
972,2002,240
972,540,3075
972,2002,32
973,601,1373
973,1359,1285
973,1359,1721
974,116,3
974,174,2305
974,1359,720
975,1128,1865
975,116,351
975,3070,3796
976,416,951
976,601,2282
976,416,574
978,3016,169
978,1085,1394
978,2593,4215
979,46,2344
979,46,4032
979,1441,200
980,578,302
980,578,971
980,578,670
981,42,5014
981,601,1574
981,1746,730
983,1329,485
983,1041,4187
983,578,3940
984,204,2903
984,3146,999
984,3146,1779
985,1213,5138
985,1213,818
985,1213,3305
986,2634,854
986,691,115
986,2525,1060
987,3969,385
987,183,1780
987,362,617
988,174,372
988,1161,207
988,174,2561
989,1085,1700
989,921,4317
989,601,188
990,286,2140
990,3196,15
990,3825,5017
991,2320,269
991,812,3309
991,2320,399
992,997,4051
992,4601,624
992,4601,1791
993,2289,56
993,2604,1185
993,1818,252
994,1248,769
994,3371,3690
994,3308,666
995,1614,680
995,1833,17
995,3466,2803
996,2260,4439
996,3868,2572
996,3220,2735
998,1219,2686
998,116,1221
998,204,2101
999,1332,1210
999,1384,1958
999,1384,1646
1000,1507,1262
1000,815,282
1000,35,4845
1001,395,922
1001,982,3384
1001,183,989
1002,3376,3646
1002,2480,3441
1002,2480,457
1003,2362,2684
1003,2170,1660
1003,2362,1566
1004,1098,74
1004,1603,199
1004,1703,808
1005,3352,1482
1005,3352,351
1005,3352,351
1006,943,1825
1006,360,1794
1006,943,1797
1007,1505,1047
1007,3427,111
1007,1505,245
1008,1024,3620
1008,4193,4786
1008,102,1431
1009,319,635
1009,435,1774
1009,556,3211
1010,1077,293
1010,1657,1348
1010,1024,2171
1011,150,152
1011,1703,616
1011,556,3709
1012,806,1517
1012,949,69
1012,949,582
1013,4601,1075
1013,1614,1489
1013,949,1119
1014,3070,3796
1014,2880,2862
1014,46,1623
1015,187,376
1015,4195,108
1015,4195,695
1016,2358,1355
1016,2358,1590
1016,2358,1355
1017,5092,4698
1017,949,4578
1017,2047,3207
1018,444,206
1018,901,2331
1018,444,1414
1019,1614,366
1019,416,902
1019,1614,2698
1021,3033,2447
1021,2593,4271
1021,2252,5049
1022,1507,1504
1022,174,1274
1022,42,687
1023,363,3918
1023,363,12
1023,444,2842
1025,448,831
1025,329,3412
1025,448,1261
1026,1751,722
1026,204,1363
1026,116,273
1027,4071,3085
1027,2104,77
1027,4071,3750
1028,601,1662
1028,850,805
1028,292,1110
1029,3942,1042
1029,3942,149
1029,3942,119
1030,1868,211
1030,1041,924
1030,1571,5011
1031,1338,2900
1031,1338,28
1031,2406,887
1032,2679,4217
1032,1041,2347
1032,204,2086
1033,2399,125
1033,286,990
1033,286,1782
1034,753,2133
1034,3856,1290
1034,753,125
1035,2337,2583
1035,4071,2797
1035,2337,1358
1036,1732,2397
1036,1186,1264
1036,2799,2338
1037,3096,1629
1037,2260,2753
1037,3592,626
1038,866,3523
1038,2226,1437
1038,888,2791
1039,3915,198
1039,977,200
1039,977,470
1040,292,1867
1040,1085,165
1040,862,58
1042,1359,236
1042,42,1107
1042,3942,140
1043,3969,940
1043,42,1886
1043,42,4723
1044,866,64
1044,355,411
1044,174,6
1045,315,1066
1045,315,1901
1045,315,2824
1046,355,2546
1046,355,1787
1046,1851,369
1047,1098,1307
1047,360,1149
1047,398,909
1048,24,655
1048,5118,3923
1048,4157,3187
1049,4235,140
1049,4235,837
1049,35,1315
1050,68,3428
1050,68,1618
1050,568,3572
1051,2399,4773
1051,3253,4253
1051,46,3858
1052,1518,1394
1052,1518,2887
1052,2370,383
1053,355,127
1053,1441,200
1053,1441,3514
1054,691,894
1054,204,1173
1054,204,1444
1055,2680,7
1055,2680,361
1055,921,1055
1056,1353,764
1056,762,3486
1056,3867,767
1057,579,795
1057,3567,1057
1057,3224,667
1058,360,469
1058,2289,2245
1058,360,859
1059,174,513
1059,174,200
1059,435,248
1060,2525,276
1060,1116,235
1060,3253,2347
1061,1269,1200
1061,46,4012
1061,435,593
1062,4550,1
1062,949,586
1062,2977,122
1063,1972,4427
1063,888,390
1063,888,3298
1064,4396,1284
1064,1972,618
1064,888,1637
1065,779,31
1065,2814,214
1065,812,25
1066,148,1911
1066,225,2627
1066,148,462
1067,2932,577
1067,2593,493
1067,3096,87
1068,204,1091
1068,204,2887
1068,204,2198
1069,1703,808
1069,1248,1506
1069,1880,215
1070,416,2127
1070,850,755
1070,901,521
1071,174,974
1071,5004,66
1071,601,3649
1072,556,4425
1072,556,1656
1072,556,684
1073,24,4537
1073,24,414
1073,24,297
1074,779,675
1074,444,669
1074,444,2895
1075,292,13
1075,556,1011
1075,2376,0
1076,1098,171
1076,2142,1513
1076,42,1998
1078,150,1103
1078,363,951
1078,150,3083
1079,1271,1464
1079,568,1268
1079,1237,293
1080,540,1099
1080,3201,43
1080,3201,29
1081,24,2993
1081,982,1044
1081,1495,3830
1082,292,1252
1082,702,437
1082,1250,3101
1083,3825,3075
1083,2319,1249
1083,2319,3
1084,42,2310
1084,286,1238
1084,286,4962
1087,2745,1976
1087,3983,2423
1087,702,4
1088,3145,1423
1088,1425,5099
1088,2709,546
1089,1915,1253
1089,4157,1344
1089,3070,1014
1090,1970,106
1090,758,1502
1090,1970,1122
1091,3825,1683
1091,204,3944
1091,3825,4417
1092,286,7
1092,4601,1075
1092,4601,1092
1093,1271,2147
1093,2525,829
1093,444,946
1094,2591,453
1094,286,1867
1094,3371,2371
1095,319,2490
1095,395,1694
1095,319,9
1096,526,1830
1096,762,2850
1096,762,197
1097,319,2158
1097,292,5182
1097,319,2355
1099,373,1813
1099,42,1321
1099,1271,3114
1100,150,1739
1100,150,2
1100,150,746
1101,42,3802
1101,1303,352
1101,1571,221
1102,2455,13
1102,1885,67
1102,3070,388
1103,148,627
1103,3388,2299
1103,150,714
1104,68,730
1104,1571,2899
1104,68,1209
1105,3512,4293
1105,1819,0
1105,3864,7
1106,174,64
1106,2880,1337
1106,174,4200
1107,3385,283
1107,3385,1513
1107,2170,1458
1108,46,2050
1108,373,1348
1108,373,7
1109,330,3259
1109,2267,504
1109,330,2323
1110,292,4154
1110,2289,1658
1110,292,1989
1111,2591,1094
1111,2591,1319
1111,3598,1452
1112,568,4643
1112,448,3782
1112,532,2216
1113,2769,180
1113,204,858
1113,2769,925
1114,1455,1963
1114,2513,2674
1114,1219,169
1115,1213,227
1115,329,5093
1115,444,2382
1117,1250,207
1117,977,2020
1117,1914,7
1118,2680,432
1118,3766,192
1118,398,2450
1119,150,746
1119,949,956
1119,758,793
1120,526,1504
1120,526,3740
1120,1505,1464
1121,225,51
1121,225,2119
1121,363,131
1122,3766,178
1122,762,3435
1122,4192,3552
1123,35,951
1123,1495,1127
1123,1495,12
1124,416,6
1124,42,4830
1124,4374,3530
1125,4529,782
1125,4529,2113
1125,1703,1432
1126,1518,287
1126,1085,1804
1126,1518,1905
1127,1303,314
1127,68,1477
1127,1303,314
1129,4235,1560
1129,1164,139
1129,4235,14
1130,3147,261
1130,901,3496
1130,3070,480
1131,1819,550
1131,1819,0
1131,3481,3049
1132,753,4200
1132,977,205
1132,977,291
1133,2525,829
1133,997,666
1133,997,647
1134,1425,404
1134,2170,177
1134,1425,1390
1135,977,879
1135,42,219
1135,977,5078
1136,24,2089
1136,24,1592
1136,866,915
1137,3220,30
1137,949,586
1137,949,1297
1138,605,1546
1138,812,13
1138,758,1170
1139,24,911
1139,1441,1047
1139,1441,1597
1140,3619,919
1140,901,1181
1140,3766,192
1141,42,2342
1141,1603,1908
1141,42,1225
1142,1161,746
1142,736,1765
1142,736,28
1143,1186,275
1143,1186,121
1143,1186,848
1144,812,3827
1144,24,2890
1144,24,1546
1145,3253,4574
1145,3425,279
1145,3425,279
1146,1441,544
1146,187,2483
1146,1086,2733
1147,2593,4499
1147,3146,3303
1147,1332,5002
1148,982,1199
1148,4157,2402
1148,982,1162
1149,435,2032
1149,435,1065
1149,360,633
1150,2289,687
1150,2289,1658
1150,24,3142
1151,579,1849
1151,1833,63
1151,532,513
1152,1370,3474
1152,693,49
1152,1024,4983
1153,24,3557
1153,1425,4133
1153,444,12
1154,4349,303
1154,4349,593
1154,4349,688
1156,,
1156,,
1156,,
1157,204,375
1157,148,135
1157,1819,243
1158,319,1263
1158,943,917
1158,1455,551
1159,556,263
1159,1914,74
1159,556,1812
1160,398,25
1160,398,1339
1160,601,1
1162,578,344
1162,355,677
1162,225,310
1163,116,2720
1163,363,519
1163,1116,171
1165,435,1516
1165,363,589
1165,363,461
1166,319,1263
1166,319,1095
1166,319,3462
1167,1507,739
1167,444,1414
1167,1507,956
1168,2252,2391
1168,2869,903
1168,3096,1322
1169,1229,451
1169,2604,1741
1169,1229,1705
1170,2414,4775
1170,1455,1730
1170,24,1690
1171,1425,2190
1171,1332,233
1171,2142,820
1172,3376,827
1172,1332,2871
1172,1332,2499
1173,4451,3310
1173,815,989
1173,204,1475
1174,806,1532
1174,691,1954
1174,363,3348
1175,1338,83
1175,3297,318
1175,1972,819
1176,363,1084
1176,363,841
1176,1086,1230
1177,360,170
1177,2281,629
1177,35,294
1178,3598,2758
1178,3345,104
1178,2814,2502
1179,3196,2014
1179,3196,49
1179,148,75
1180,3427,217
1180,3427,677
1180,3427,2519
1181,901,336
1181,448,233
1181,1455,1682
1182,1248,925
1182,1248,530
1182,1772,98
1183,905,1415
1183,663,715
1183,905,1573
1184,1772,3717
1184,1859,3012
1184,1859,1812
1185,1370,382
1185,1370,3474
1185,2455,2472
1187,4071,2494
1187,3096,5175
1187,4071,3049
1188,1851,894
1188,1851,40
1188,753,3651
1189,355,778
1189,2415,3368
1189,2772,584
1190,758,2300
1190,758,1700
1190,758,7
1191,4406,2548
1191,943,73
1191,943,1383
1192,362,660
1192,3541,2712
1192,362,3929
1193,395,3610
1193,1751,12
1193,901,1636
1194,3196,2581
1194,4193,230
1194,4193,610
1195,762,3093
1195,1271,138
1195,762,4315
1196,315,1314
1196,315,1066
1196,435,4224
1197,4550,143
1197,4550,231
1197,4550,77
1198,2399,1051
1198,702,2703
1198,1970,1090
1199,982,1272
1199,42,1042
1199,292,171
1200,1269,2344
1200,398,2305
1200,1269,4242
1201,4712,2788
1201,2406,1391
1201,4712,773
1202,1972,659
1202,806,1938
1202,3297,117
1203,3576,4327
1203,1455,2247
1203,1455,3273
1204,3297,1437
1204,578,3853
1204,578,4221
1205,1041,595
1205,2319,730
1205,1041,2197
1206,1425,3314
1206,2769,2581
1206,2769,3907
1207,806,2066
1207,579,1849
1207,42,1916
1208,3856,2458
1208,2455,147
1208,1128,3467
1209,1086,2852
1209,3069,3022
1209,1086,1428
1210,1332,897
1210,3373,5008
1210,4911,4912
1211,579,17
1211,398,32
1211,579,1078
1212,24,516
1212,35,583
1212,3576,3105
1214,605,2731
1214,605,4170
1214,2905,2278
1215,2949,3169
1215,2799,1215
1215,2799,143
1216,1518,1335
1216,204,2336
1216,1116,242
1217,2604,2741
1217,3608,274
1217,116,2472
1218,46,4468
1218,398,553
1218,1505,4138
1220,1332,488
1220,1332,2496
1220,68,1318
1221,4658,633
1221,174,176
1221,148,1979
1222,187,1741
1222,286,3008
1222,187,2411
1223,2525,372
1223,2525,932
1223,3376,827
1224,3592,39
1224,3592,1686
1224,3592,3819
1225,35,252
1225,42,2490
1225,35,100
1226,3867,317
1226,3867,391
1226,540,972
1227,68,858
1227,3070,1749
1227,46,512
1228,68,3045
1228,35,1323
1228,363,1184
1230,1746,7
1230,1237,1982
1230,1086,4575
1231,579,37
1231,1164,3731
1231,736,2064
1232,1819,570
1232,850,2640
1232,850,1034
1233,292,3742
1233,2414,386
1233,663,4960
1234,1518,1226
1234,4331,12
1234,4331,1030
1235,691,734
1235,373,1689
1235,373,751
1236,225,4031
1236,2260,1624
1236,736,121
1238,1818,234
1238,1818,993
1238,42,384
